2026-01-04,0,0,0,42
2026-01-04,1.38,0.08,0.46,71.86
2026-01-04,0.46,0.0,0.62,42.59
2026-01-14,0.1,0.04,0.07,46.38
2026-01-14,0.04,0.01,0.08,31.92
